default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_employment_since,installment_as_income_perc,sex,personal_status,other_debtors,present_residence_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
Not default,no checking account,24,critical account/ other credits existing (not at this bank),car (used),3868.0,... < 100 DM,.. >= 7 years,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",41,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,12,existing credits paid back duly till now,radio/television,1768.0,... < 100 DM,1 <= ... < 4 years,3,male,single,none,2,real estate,24,none,rent,1,unskilled - resident,1,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,10,critical account/ other credits existing (not at this bank),car (new),781.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,unknown / no property,63,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,1924.0,unknown/ no savings account,... < 1 year,4,female,divorced,none,3,real estate,27,none,rent,1,skilled employee / official,1,none,yes
Not default,< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),2121.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,none,yes
Not default,< 0 DM,12,existing credits paid back duly till now,domestic appliances,701.0,... < 100 DM,1 <= ... < 4 years,4,male,married,none,2,real estate,40,none,own,1,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,12,existing credits paid back duly till now,education,639.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (used),1860.0,... < 100 DM,unemployed,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),3499.0,... < 100 DM,1 <= ... < 4 years,3,female,divorced,co-applicant,2,real estate,29,none,own,2,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,48,existing credits paid back duly till now,car (new),8487.0,unknown/ no savings account,4 <= ... < 7 years,1,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,36,delay in paying off in the past,(vacation - does not exist?),6887.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,3,if not A121 : building society savings agreement/ life insurance,29,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,15,existing credits paid back duly till now,radio/television,2708.0,... < 100 DM,... < 1 year,2,male,single,none,3,if not A121 : building society savings agreement/ life insurance,27,bank,own,2,unskilled - resident,1,none,yes
Not default,no checking account,18,existing credits paid back duly till now,radio/television,1984.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,4,unknown / no property,47,bank,for free,2,skilled employee / official,1,none,yes
Not default,no checking account,60,existing credits paid back duly till now,domestic appliances,10144.0,100 <= ... < 500 DM,4 <= ... < 7 years,2,female,divorced,none,4,real estate,21,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,1240.0,unknown/ no savings account,.. >= 7 years,4,female,divorced,none,2,real estate,38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,27,delay in paying off in the past,car (used),8613.0,.. >= 1000 DM,1 <= ... < 4 years,2,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,766.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,single,none,3,real estate,66,none,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),domestic appliances,2728.0,unknown/ no savings account,4 <= ... < 7 years,4,male,single,guarantor,2,real estate,35,bank,own,3,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,domestic appliances,1881.0,... < 100 DM,1 <= ... < 4 years,2,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",44,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,6,existing credits paid back duly till now,car (new),709.0,.. >= 1000 DM,... < 1 year,2,male,married,none,2,real estate,27,none,own,1,unemployed/ unskilled - non-resident,1,none,no
Not default,0 <= ... < 200 DM,36,existing credits paid back duly till now,domestic appliances,4795.0,... < 100 DM,... < 1 year,4,female,divorced,none,1,unknown / no property,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,< 0 DM,27,existing credits paid back duly till now,domestic appliances,3416.0,... < 100 DM,1 <= ... < 4 years,3,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
Default,< 0 DM,18,existing credits paid back duly till now,radio/television,2462.0,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,21,critical account/ other credits existing (not at this bank),radio/television,2288.0,... < 100 DM,... < 1 year,4,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,3566.0,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),860.0,... < 100 DM,.. >= 7 years,1,female,divorced,none,4,unknown / no property,39,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),car (new),682.0,100 <= ... < 500 DM,4 <= ... < 7 years,4,female,divorced,none,3,"if not A121/A122 : car or other, not in attribute 6",51,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,36,critical account/ other credits existing (not at this bank),radio/television,5371.0,... < 100 DM,1 <= ... < 4 years,3,male,single,guarantor,2,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,18,critical account/ other credits existing (not at this bank),domestic appliances,1582.0,.. >= 1000 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,6,existing credits paid back duly till now,domestic appliances,1346.0,100 <= ... < 500 DM,.. >= 7 years,2,male,single,none,4,unknown / no property,42,bank,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,no checking account,10,existing credits paid back duly till now,domestic appliances,1924.0,... < 100 DM,1 <= ... < 4 years,1,male,single,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no
Not default,>= 200 DM / salary assignments for at least 1 year,36,existing credits paid back duly till now,domestic appliances,5848.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),car (used),7758.0,.. >= 1000 DM,.. >= 7 years,2,female,divorced,none,4,unknown / no property,29,none,rent,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,24,delay in paying off in the past,business,6967.0,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,12,existing credits paid back duly till now,radio/television,1282.0,... < 100 DM,1 <= ... < 4 years,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,none,yes
Not default,< 0 DM,9,critical account/ other credits existing (not at this bank),education,1288.0,100 <= ... < 500 DM,.. >= 7 years,3,male,single,guarantor,4,real estate,48,none,own,2,skilled employee / official,2,none,no
Not default,< 0 DM,12,all credits at this bank paid back duly,retraining,339.0,... < 100 DM,.. >= 7 years,4,male,married,none,1,"if not A121/A122 : car or other, not in attribute 6",45,bank,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),3512.0,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",38,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,6,critical account/ other credits existing (not at this bank),domestic appliances,1898.0,unknown/ no savings account,1 <= ... < 4 years,1,male,single,none,2,real estate,34,none,own,2,unskilled - resident,2,none,yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),domestic appliances,2872.0,100 <= ... < 500 DM,.. >= 7 years,3,male,single,none,4,real estate,36,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,no checking account,18,critical account/ other credits existing (not at this bank),car (new),1055.0,... < 100 DM,... < 1 year,4,female,divorced,none,1,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,15,existing credits paid back duly till now,repairs,1262.0,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,single,none,3,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),7308.0,... < 100 DM,unemployed,2,male,single,none,4,unknown / no property,70,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,36,existing credits paid back duly till now,car (new),909.0,500 <= ... < 1000 DM,.. >= 7 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,36,none,own,1,skilled employee / official,1,none,yes
